Date,cve_station,cve_parameter,value,unit,nom_estac,longitud,latitud,alt,obs_estac,id_station
25/08/2011,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
31/08/2011,TLA,PM2.5,11,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
06/09/2011,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
12/09/2011,TLA,PM2.5,10,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
18/09/2011,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
24/09/2011,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
30/09/2011,TLA,PM2.5,16,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
06/10/2011,TLA,PM2.5,34,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
12/10/2011,TLA,PM2.5,25,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
18/10/2011,TLA,PM2.5,11,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
24/10/2011,TLA,PM2.5,10,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
30/10/2011,TLA,PM2.5,11,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
05/11/2011,TLA,PM2.5,20,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
11/11/2011,TLA,PM2.5,42,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
17/11/2011,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
23/11/2011,TLA,PM2.5,14,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
29/11/2011,TLA,PM2.5,17,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
05/12/2011,TLA,PM2.5,33,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
11/12/2011,TLA,PM2.5,42,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
17/12/2011,TLA,PM2.5,18,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
23/12/2011,TLA,PM2.5,28,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
29/12/2011,TLA,PM2.5,23,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
04/01/2012,TLA,PM2.5,34,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
10/01/2012,TLA,PM2.5,12,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
16/01/2012,TLA,PM2.5,20,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
22/01/2012,TLA,PM2.5,27,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
28/01/2012,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
03/02/2012,TLA,PM2.5,23,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
09/02/2012,TLA,PM2.5,15,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
21/02/2012,TLA,PM2.5,22,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
27/02/2012,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
10/03/2012,TLA,PM2.5,22,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
16/03/2012,TLA,PM2.5,25,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
22/03/2012,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
28/03/2012,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
03/04/2012,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
09/04/2012,TLA,PM2.5,20,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
15/04/2012,TLA,PM2.5,23,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
21/04/2012,TLA,PM2.5,20,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
27/04/2012,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
03/05/2012,TLA,PM2.5,29,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
27/05/2012,TLA,PM2.5,25,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
02/06/2012,TLA,PM2.5,24,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
08/06/2012,TLA,PM2.5,25,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
14/06/2012,TLA,PM2.5,17,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
20/06/2012,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
26/06/2012,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
02/07/2012,TLA,PM2.5,16,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
08/07/2012,TLA,PM2.5,12,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
14/07/2012,TLA,PM2.5,28,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
20/07/2012,TLA,PM2.5,11,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
26/07/2012,TLA,PM2.5,25,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
01/08/2012,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
07/08/2012,TLA,PM2.5,16,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
13/08/2012,TLA,PM2.5,10,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
25/08/2012,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
31/08/2012,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
06/09/2012,TLA,PM2.5,17,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
12/09/2012,TLA,PM2.5,16,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
18/09/2012,TLA,PM2.5,15,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
24/09/2012,TLA,PM2.5,7,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
06/10/2012,TLA,PM2.5,17,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
12/10/2012,TLA,PM2.5,10,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
18/10/2012,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
24/10/2012,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
30/10/2012,TLA,PM2.5,20,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
11/11/2012,TLA,PM2.5,37,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
17/11/2012,TLA,PM2.5,10,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
23/11/2012,TLA,PM2.5,27,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
29/11/2012,TLA,PM2.5,24,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
05/12/2012,TLA,PM2.5,18,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
11/12/2012,TLA,PM2.5,27,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
17/12/2012,TLA,PM2.5,33,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
23/12/2012,TLA,PM2.5,36,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
04/01/2013,TLA,PM2.5,49,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
10/01/2013,TLA,PM2.5,17,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
16/01/2013,TLA,PM2.5,30,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
22/01/2013,TLA,PM2.5,29,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
28/01/2013,TLA,PM2.5,22,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
03/02/2013,TLA,PM2.5,25,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
09/02/2013,TLA,PM2.5,22,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
15/02/2013,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
21/02/2013,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
27/02/2013,TLA,PM2.5,16,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
05/03/2013,TLA,PM2.5,35,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
11/03/2013,TLA,PM2.5,9,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
17/03/2013,TLA,PM2.5,10,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
23/03/2013,TLA,PM2.5,9,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
04/04/2013,TLA,PM2.5,27,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
10/04/2013,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
16/04/2013,TLA,PM2.5,43,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
22/04/2013,TLA,PM2.5,31,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
28/04/2013,TLA,PM2.5,29,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
04/05/2013,TLA,PM2.5,50,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
10/05/2013,TLA,PM2.5,49,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
16/05/2013,TLA,PM2.5,31,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
28/05/2013,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
03/06/2013,TLA,PM2.5,10,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
09/06/2013,TLA,PM2.5,18,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
15/06/2013,TLA,PM2.5,25,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
21/06/2013,TLA,PM2.5,11,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
03/07/2013,TLA,PM2.5,15,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
09/07/2013,TLA,PM2.5,18,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
15/07/2013,TLA,PM2.5,11,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
21/07/2013,TLA,PM2.5,14,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
27/07/2013,TLA,PM2.5,16,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
02/08/2013,TLA,PM2.5,12,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
08/08/2013,TLA,PM2.5,25,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
14/08/2013,TLA,PM2.5,8,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
26/08/2013,TLA,PM2.5,11,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
01/09/2013,TLA,PM2.5,14,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
07/09/2013,TLA,PM2.5,23,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
13/09/2013,TLA,PM2.5,6,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
19/09/2013,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
01/10/2013,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
07/10/2013,TLA,PM2.5,8,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
13/10/2013,TLA,PM2.5,10,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
19/10/2013,TLA,PM2.5,24,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
25/10/2013,TLA,PM2.5,22,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
31/10/2013,TLA,PM2.5,17,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
06/11/2013,TLA,PM2.5,24,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
12/11/2013,TLA,PM2.5,8,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
18/11/2013,TLA,PM2.5,17,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
24/11/2013,TLA,PM2.5,31,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
30/11/2013,TLA,PM2.5,37,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
06/12/2013,TLA,PM2.5,25,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
12/12/2013,TLA,PM2.5,7,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
18/12/2013,TLA,PM2.5,30,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
24/12/2013,TLA,PM2.5,42,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
05/01/2014,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
11/01/2014,TLA,PM2.5,16,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
17/01/2014,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
23/01/2014,TLA,PM2.5,36,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
29/01/2014,TLA,PM2.5,27,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
04/02/2014,TLA,PM2.5,24,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
10/02/2014,TLA,PM2.5,18,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
16/02/2014,TLA,PM2.5,11,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
22/02/2014,TLA,PM2.5,31,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
28/02/2014,TLA,PM2.5,20,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
06/03/2014,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
12/03/2014,TLA,PM2.5,15,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
18/03/2014,TLA,PM2.5,12,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
24/03/2014,TLA,PM2.5,20,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
30/03/2014,TLA,PM2.5,22,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
05/04/2014,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
11/04/2014,TLA,PM2.5,18,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
17/04/2014,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
23/04/2014,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
29/04/2014,TLA,PM2.5,25,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
05/05/2014,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
11/05/2014,TLA,PM2.5,18,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
17/05/2014,TLA,PM2.5,17,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
29/05/2014,TLA,PM2.5,18,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
04/06/2014,TLA,PM2.5,8,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
10/06/2014,TLA,PM2.5,15,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
16/06/2014,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
22/06/2014,TLA,PM2.5,17,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
28/06/2014,TLA,PM2.5,12,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
04/07/2014,TLA,PM2.5,9,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
10/07/2014,TLA,PM2.5,27,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
16/07/2014,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
22/07/2014,TLA,PM2.5,14,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
28/07/2014,TLA,PM2.5,20,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
03/08/2014,TLA,PM2.5,14,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
09/08/2014,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
15/08/2014,TLA,PM2.5,14,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
21/08/2014,TLA,PM2.5,22,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
27/08/2014,TLA,PM2.5,16,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
02/09/2014,TLA,PM2.5,16,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
08/09/2014,TLA,PM2.5,8,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
14/09/2014,TLA,PM2.5,14,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
20/09/2014,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
26/09/2014,TLA,PM2.5,11,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
02/10/2014,TLA,PM2.5,12,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
08/10/2014,TLA,PM2.5,15,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
14/10/2014,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
20/10/2014,TLA,PM2.5,7,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
26/10/2014,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
01/11/2014,TLA,PM2.5,10,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
07/11/2014,TLA,PM2.5,34,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
13/11/2014,TLA,PM2.5,30,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
19/11/2014,TLA,PM2.5,30,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
25/11/2014,TLA,PM2.5,18,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
01/12/2014,TLA,PM2.5,25,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
07/12/2014,TLA,PM2.5,15,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
13/12/2014,TLA,PM2.5,33,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
19/12/2014,TLA,PM2.5,27,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
25/12/2014,TLA,PM2.5,7,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
31/12/2014,TLA,PM2.5,52,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
06/01/2015,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
12/01/2015,TLA,PM2.5,32,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
18/01/2015,TLA,PM2.5,22,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
24/01/2015,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
30/01/2015,TLA,PM2.5,24,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
11/02/2015,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
17/02/2015,TLA,PM2.5,12,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
01/03/2015,TLA,PM2.5,20,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
07/03/2015,TLA,PM2.5,23,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
13/03/2015,TLA,PM2.5,11,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
19/03/2015,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
25/03/2015,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
31/03/2015,TLA,PM2.5,16,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
06/04/2015,TLA,PM2.5,18,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
12/04/2015,TLA,PM2.5,26,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
18/04/2015,TLA,PM2.5,24,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
24/04/2015,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
30/04/2015,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
06/05/2015,TLA,PM2.5,23,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
12/05/2015,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
18/05/2015,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
24/05/2015,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
30/05/2015,TLA,PM2.5,22,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
05/06/2015,TLA,PM2.5,31,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
11/06/2015,TLA,PM2.5,26,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
17/06/2015,TLA,PM2.5,28,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
23/06/2015,TLA,PM2.5,26,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
05/07/2015,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
11/07/2015,TLA,PM2.5,20,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
17/07/2015,TLA,PM2.5,19,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
23/07/2015,TLA,PM2.5,22,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
29/07/2015,TLA,PM2.5,22,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
04/08/2015,TLA,PM2.5,26,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
10/08/2015,TLA,PM2.5,18,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
16/08/2015,TLA,PM2.5,14,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
22/08/2015,TLA,PM2.5,28,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
28/08/2015,TLA,PM2.5,13,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
03/09/2015,TLA,PM2.5,27,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
09/09/2015,TLA,PM2.5,22,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
15/09/2015,TLA,PM2.5,24,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
21/09/2015,TLA,PM2.5,18,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
03/10/2015,TLA,PM2.5,20,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
09/10/2015,TLA,PM2.5,27,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
15/10/2015,TLA,PM2.5,12,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
21/10/2015,TLA,PM2.5,17,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
27/10/2015,TLA,PM2.5,37,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
02/11/2015,TLA,PM2.5,25,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
08/11/2015,TLA,PM2.5,10,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
14/11/2015,TLA,PM2.5,8,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
26/11/2015,TLA,PM2.5,36,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
02/12/2015,TLA,PM2.5,46,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
08/12/2015,TLA,PM2.5,38,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
14/12/2015,TLA,PM2.5,23,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
20/12/2015,TLA,PM2.5,57,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
26/12/2015,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
01/01/2016,TLA,PM2.5,96,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
07/01/2016,TLA,PM2.5,9,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
13/01/2016,TLA,PM2.5,18,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
19/01/2016,TLA,PM2.5,42,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
25/01/2016,TLA,PM2.5,47,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
31/01/2016,TLA,PM2.5,24,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
06/02/2016,TLA,PM2.5,35,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
12/02/2016,TLA,PM2.5,21,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
18/02/2016,TLA,PM2.5,37,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
24/02/2016,TLA,PM2.5,38,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
01/03/2016,TLA,PM2.5,32,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
07/03/2016,TLA,PM2.5,23,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
13/03/2016,TLA,PM2.5,32,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
19/03/2016,TLA,PM2.5,12,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
31/03/2016,TLA,PM2.5,24,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
06/04/2016,TLA,PM2.5,32,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
12/04/2016,TLA,PM2.5,34,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
18/04/2016,TLA,PM2.5,39,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
24/04/2016,TLA,PM2.5,17,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
30/04/2016,TLA,PM2.5,23,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
06/05/2016,TLA,PM2.5,25,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
12/05/2016,TLA,PM2.5,27,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
18/05/2016,TLA,PM2.5,33,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
24/05/2016,TLA,PM2.5,26,2,Tlalnepantla,-99.204597,19.529077,2311.0,,484151040115
